Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.5128055214881897,-0.12110126148099487,0.6339067829691846,0.09002497724441513
2,0.6223502159118652,-0.011556567057319334,0.6339067829691846,0.09002497724441513
3,0.6031355857849121,-0.03077119718427246,0.6339067829691846,0.09002497724441513
4,0.7176125645637512,0.08370578159456665,0.6339067829691846,0.09002497724441513
5,0.5230096578598022,-0.11089712510938232,0.6339067829691846,0.09002497724441513
6,0.6857463121414185,0.05183952917223389,0.6339067829691846,0.09002497724441513
7,0.544374942779541,-0.08953184018964355,0.6339067829691846,0.09002497724441513
8,0.7197916507720947,0.08588486780291016,0.6339067829691846,0.09002497724441513
9,0.741498589515686,0.10759180654650147,0.6339067829691846,0.09002497724441513
10,0.6888821721076965,0.054975389138511965,0.6339067829691846,0.09002497724441513
11,0.689518928527832,0.05561214555864746,0.6339067829691846,0.09002497724441513
12,0.7625077366828918,0.12860095371370728,0.6339067829691846,0.09002497724441513
13,0.6379745006561279,0.004067717686943362,0.6339067829691846,0.09002497724441513
14,0.6381820440292358,0.004275261060051272,0.6339067829691846,0.09002497724441513
15,0.6762414574623108,0.04233467449312622,0.6339067829691846,0.09002497724441513
16,0.39283427596092224,-0.24107250700826233,0.6339067829691846,0.09002497724441513
17,0.5581137537956238,-0.07579302917356079,0.6339067829691846,0.09002497724441513
18,0.557515561580658,-0.07639122138852661,0.6339067829691846,0.09002497724441513
19,0.7634044885635376,0.12949770559435303,0.6339067829691846,0.09002497724441513
20,0.6484776735305786,0.014570890561394045,0.6339067829691846,0.09002497724441513
21,0.5691924095153809,-0.06471437345380371,0.6339067829691846,0.09002497724441513
22,0.7113942503929138,0.07748746742372925,0.6339067829691846,0.09002497724441513
23,0.6152917146682739,-0.018615068300910642,0.6339067829691846,0.09002497724441513
