Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.7979249037050516,0.006572676327400218,0.7913522273776514,0.07955401759988526
2,0.8420185970362118,0.05066636965856042,0.7913522273776514,0.07955401759988526
3,0.752401402994996,-0.0389508243826554,0.7913522273776514,0.07955401759988526
4,0.8441273177692887,0.0527750903916373,0.7913522273776514,0.07955401759988526
5,0.7507226318025688,-0.04062959557508261,0.7913522273776514,0.07955401759988526
6,0.867373002195825,0.0760207748181736,0.7913522273776514,0.07955401759988526
7,0.8372248194960609,0.04587259211840944,0.7913522273776514,0.07955401759988526
8,0.5862513392599584,-0.205100888117693,0.7913522273776514,0.07955401759988526
9,0.8588647343072923,0.06751250692964084,0.7913522273776514,0.07955401759988526
10,0.7766135252092615,-0.014738702168389906,0.7913522273776514,0.07955401759988526
