Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.7675318351011745,0.056890239108510765,0.7106415959926637,0.059477198180771865
2,0.7359275964545937,0.02528600046192997,0.7106415959926637,0.059477198180771865
3,0.6681391294961165,-0.04250246649654721,0.7106415959926637,0.059477198180771865
4,0.6999554732845793,-0.010686122708084445,0.7106415959926637,0.059477198180771865
5,0.5971177080221501,-0.1135238879705136,0.7106415959926637,0.059477198180771865
6,0.6554339834622616,-0.055207612530402184,0.7106415959926637,0.059477198180771865
7,0.7838701909573753,0.07322859496471157,0.7106415959926637,0.059477198180771865
8,0.7909533721239717,0.08031177613130791,0.7106415959926637,0.059477198180771865
9,0.7332026541559674,0.02256105816330367,0.7106415959926637,0.059477198180771865
10,0.6742840168684469,-0.03635757912421689,0.7106415959926637,0.059477198180771865
