Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.8013021671084324,-0.016667220886682488,0.8179693879951149,0.07957975684681542
2,0.7048389948745785,-0.11313039312053641,0.8179693879951149,0.07957975684681542
3,0.8819282853495132,0.0639588973543983,0.8179693879951149,0.07957975684681542
4,0.7247503072093071,-0.09321908078580776,0.8179693879951149,0.07957975684681542
5,0.8184652006418375,0.0004958126467226043,0.8179693879951149,0.07957975684681542
6,0.95623743138376,0.13826804338864518,0.8179693879951149,0.07957975684681542
7,0.839573863605732,0.02160447561061718,0.8179693879951149,0.07957975684681542
8,0.8754930871788744,0.05752369918375955,0.8179693879951149,0.07957975684681542
9,0.8396193043677719,0.021649916372657008,0.8179693879951149,0.07957975684681542
10,0.8189103733326669,0.0009409853375520472,0.8179693879951149,0.07957975684681542
11,0.8360890758530598,0.018119687857944933,0.8179693879951149,0.07957975684681542
12,0.7296594154059142,-0.0883099725892007,0.8179693879951149,0.07957975684681542
13,0.8212685357843154,0.003299147789200485,0.8179693879951149,0.07957975684681542
14,0.8613702200592629,0.04340083206414802,0.8179693879951149,0.07957975684681542
15,0.7554107529024294,-0.06255863509268544,0.8179693879951149,0.07957975684681542
16,0.6857599710419136,-0.13220941695320132,0.8179693879951149,0.07957975684681542
17,0.760635065269785,-0.0573343227253299,0.8179693879951149,0.07957975684681542
18,0.7154876875485521,-0.1024817004465628,0.8179693879951149,0.07957975684681542
19,0.7251469561383678,-0.0928224318567471,0.8179693879951149,0.07957975684681542
20,0.8132921903879674,-0.004677197607147465,0.8179693879951149,0.07957975684681542
21,0.7805875635436341,-0.03738182445148075,0.8179693879951149,0.07957975684681542
22,0.6825055268945922,-0.13546386110052266,0.8179693879951149,0.07957975684681542
23,0.900390728444093,0.08242134044897809,0.8179693879951149,0.07957975684681542
24,0.8901345854735901,0.07216519747847527,0.8179693879951149,0.07957975684681542
25,0.9268292682926832,0.10885988029756832,0.8179693879951149,0.07957975684681542
26,0.7529962064738224,-0.0649731815212925,0.8179693879951149,0.07957975684681542
27,0.8869205553765909,0.068951167381476,0.8179693879951149,0.07957975684681542
28,0.9335443248439012,0.11557493684878628,0.8179693879951149,0.07957975684681542
29,0.9550545985852863,0.13708521059017142,0.8179693879951149,0.07957975684681542
30,0.8648793964812194,0.04691000848610449,0.8179693879951149,0.07957975684681542
