Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.9039750972533105,0.13541847856185096,0.7685566186914595,0.061379077368327185
2,0.918488276569201,0.14993165787774143,0.7685566186914595,0.061379077368327185
3,0.6911575960574817,-0.0773990226339778,0.7685566186914595,0.061379077368327185
4,0.6729250794228789,-0.09563153926858059,0.7685566186914595,0.061379077368327185
5,0.8485598495265998,0.08000323083514027,0.7685566186914595,0.061379077368327185
6,0.795220313198901,0.026663694507441438,0.7685566186914595,0.061379077368327185
7,0.7085814783585492,-0.05997514033291029,0.7685566186914595,0.061379077368327185
8,0.7573767882250685,-0.011179830466391039,0.7685566186914595,0.061379077368327185
9,0.7541938594316318,-0.014362759259827773,0.7685566186914595,0.061379077368327185
10,0.7542256003276014,-0.014331018363858083,0.7685566186914595,0.061379077368327185
11,0.7322929613418225,-0.03626365734963699,0.7685566186914595,0.061379077368327185
12,0.7993300656017306,0.030773446910271063,0.7685566186914595,0.061379077368327185
13,0.6769589668658196,-0.09159765182563995,0.7685566186914595,0.061379077368327185
14,0.7644977996596672,-0.004058819031792282,0.7685566186914595,0.061379077368327185
15,0.805119424421354,0.036562805729894454,0.7685566186914595,0.061379077368327185
16,0.831548555446922,0.06299193675546244,0.7685566186914595,0.061379077368327185
17,0.7281587087069029,-0.04039790998455661,0.7685566186914595,0.061379077368327185
18,0.7581394072329044,-0.01041721145855512,0.7685566186914595,0.061379077368327185
19,0.7719600887897722,0.0034034700983126553,0.7685566186914595,0.061379077368327185
20,0.7608975371465184,-0.007659081544941104,0.7685566186914595,0.061379077368327185
21,0.7855688426956722,0.01701222400421265,0.7685566186914595,0.061379077368327185
22,0.7363518089968272,-0.03220480969463235,0.7685566186914595,0.061379077368327185
23,0.7835803209119019,0.015023702220442359,0.7685566186914595,0.061379077368327185
24,0.7062504224059892,-0.062306196285470294,0.7685566186914595,0.061379077368327185
