Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.8840775961758971,0.10189248274062712,0.78218511343527,0.10142456506314844
2,0.7982857825741702,0.01610066913890018,0.78218511343527,0.10142456506314844
3,0.6165851589939116,-0.16559995444135833,0.78218511343527,0.10142456506314844
4,0.5839994255553254,-0.19818568787994462,0.78218511343527,0.10142456506314844
5,0.8445056503835474,0.06232053694827744,0.78218511343527,0.10142456506314844
6,0.896373238409992,0.11418812497472197,0.78218511343527,0.10142456506314844
7,0.9091642056141568,0.1269790921788868,0.78218511343527,0.10142456506314844
8,0.8513715343068929,0.06918642087162297,0.78218511343527,0.10142456506314844
9,0.6715685022675434,-0.11061661116772659,0.78218511343527,0.10142456506314844
10,0.6595744680851064,-0.12261064535016353,0.78218511343527,0.10142456506314844
11,0.8056950797181872,0.02350996628291724,0.78218511343527,0.10142456506314844
12,0.7696295492949056,-0.012555564140364406,0.78218511343527,0.10142456506314844
13,0.7876202034129023,0.0054350899776323125,0.78218511343527,0.10142456506314844
14,0.7457174798547844,-0.03646763358048555,0.78218511343527,0.10142456506314844
15,0.8924419212226895,0.11025680778741953,0.78218511343527,0.10142456506314844
16,0.8739100696491959,0.09172495621392596,0.78218511343527,0.10142456506314844
17,0.7952367386693394,0.013051625234069442,0.78218511343527,0.10142456506314844
18,0.7781108276185841,-0.004074285816685896,0.78218511343527,0.10142456506314844
19,0.7676694873694738,-0.01451562606579615,0.78218511343527,0.10142456506314844
20,0.8014138550128975,0.01922874157762755,0.78218511343527,0.10142456506314844
21,0.7432819755018398,-0.03890313793343014,0.78218511343527,0.10142456506314844
22,0.5726665243373349,-0.20951858909793508,0.78218511343527,0.10142456506314844
23,0.9413583349825264,0.15917322154725644,0.78218511343527,0.10142456506314844
