Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.7872262189087075,-0.003692501970440021,0.7909187208791475,0.05512267422618416
2,0.7626914629747015,-0.028227257904446024,0.7909187208791475,0.05512267422618416
3,0.7379700058899148,-0.052948714989232704,0.7909187208791475,0.05512267422618416
4,0.8549656373962528,0.06404691651710526,0.7909187208791475,0.05512267422618416
5,0.873087078199883,0.08216835732073546,0.7909187208791475,0.05512267422618416
6,0.7295719219054256,-0.06134679897372186,0.7909187208791475,0.05512267422618416
