Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.7405630392683135,0.040193515306614636,0.7003695239616988,0.05548081155825649
2,0.7243038570856695,0.02393433312397064,0.7003695239616988,0.05548081155825649
3,0.5934572804506345,-0.10691224351106432,0.7003695239616988,0.05548081155825649
4,0.7424589584824051,0.04208943452070624,0.7003695239616988,0.05548081155825649
5,0.7010644845214714,0.0006949605597725839,0.7003695239616988,0.05548081155825649
