Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.8045828864869413,0.07057045245687454,0.7340124340300668,0.07683875066230396
2,0.8751550757130546,0.14114264168298785,0.7340124340300668,0.07683875066230396
3,0.734580776527865,0.0005683424977982465,0.7340124340300668,0.07683875066230396
4,0.8221132993489575,0.08810086531889072,0.7340124340300668,0.07683875066230396
5,0.7638191387060008,0.029806704675934048,0.7340124340300668,0.07683875066230396
6,0.7024783624843111,-0.031534071545755715,0.7340124340300668,0.07683875066230396
7,0.7243264276840639,-0.009686006346002918,0.7340124340300668,0.07683875066230396
8,0.6567028390366759,-0.07730959499339085,0.7340124340300668,0.07683875066230396
9,0.819265856334801,0.0852534223047342,0.7340124340300668,0.07683875066230396
10,0.7548995223459725,0.02088708831590569,0.7340124340300668,0.07683875066230396
11,0.6327425478398511,-0.10126988619021571,0.7340124340300668,0.07683875066230396
12,0.6703692734886553,-0.0636431605414115,0.7340124340300668,0.07683875066230396
13,0.5929775623142348,-0.14103487171583196,0.7340124340300668,0.07683875066230396
14,0.7221605081095502,-0.011851925920516537,0.7340124340300668,0.07683875066230396
