Segment,JSD
1,0.6741118308799767
2,0.7131110322274564
3,0.6556331926689128
4,0.6048963235243298
5,0.5335084915443065
6,0.6251042240547146
7,0.5518132070549777
8,0.5760281676894726
9,0.6524570016176665
10,0.6375963280206548
11,0.697353186126324
