Segment,JSD
1,0.6797691241369577
2,0.6845180730001583
3,0.6420532282084995
4,0.7085011135321866
5,0.6768593436365609
6,0.6571829061099365
7,0.5938063653689849
8,0.591742577727984
9,0.5974395585379956
10,0.6315771573659343
11,0.5807068350137826
12,0.6438009764812168
