Segment,JSD
1,0.6360759461914927
2,0.6336198981162001
3,0.7620118356505309
4,0.6752982713980544
5,0.6130221713929975
6,0.5883073987529073
7,0.5971806136568502
8,0.7800130258046232
9,0.7209497367965585
10,0.6793074296653271
11,0.5990847400460164
12,0.7117909675162808
13,0.637658242872032
14,0.6693422525370362
