Segment,JSD
1,0.5903384269163876
2,0.4691562613196981
3,0.5699786779289245
4,0.6737758263082553
5,0.6613555682714225
6,0.6529109671451326
7,0.5883564456267847
8,0.6942540395612624
9,0.5913312841317179
10,0.5743371841910684
11,0.545582190620301
12,0.6308141071650945
13,0.6087384533909829
14,0.6159543768525031
15,0.6259711587076819
16,0.5856929702768835
