Segment,JSD
1,0.6805478312361084
2,0.7219579271601346
3,0.7451265782836068
4,0.6049852442524473
5,0.7151402977137581
6,0.724074447767253
7,0.7538697066516646
8,0.6507730475486413
9,0.6889825166131717
10,0.6080983724071015
11,0.6087610116859936
12,0.6313793040713533
13,0.5986024811335646
