Segment,JSD
1,0.7654737619384903
2,0.4473532719890727
3,0.6121385558064406
4,0.6856025348592489
5,0.700415227950769
6,0.6753895042551719
7,0.656619112972748
8,0.6182867271583194
9,0.6839060188896319
10,0.5765774404093214
