Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.6881467600993956,0.046876799138222514,0.6412699609611731,0.09827703455209083
2,0.6652150965396475,0.02394513557847444,0.6412699609611731,0.09827703455209083
3,0.6994456042106854,0.0581756432495123,0.6412699609611731,0.09827703455209083
4,0.6388158714197661,-0.002454089541406912,0.6412699609611731,0.09827703455209083
5,0.44713810673728005,-0.194131854223893,0.6412699609611731,0.09827703455209083
6,0.855930343523771,0.2146603825625979,0.6412699609611731,0.09827703455209083
7,0.5922981728126084,-0.04897178814856462,0.6412699609611731,0.09827703455209083
8,0.6145245685215448,-0.026745392439628257,0.6412699609611731,0.09827703455209083
9,0.5832658959589915,-0.05800406500218158,0.6412699609611731,0.09827703455209083
10,0.627919189788041,-0.013350771173132103,0.6412699609611731,0.09827703455209083
