Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.8929425450835645,0.2684589280239832,0.6244836170595813,0.14688015758593762
2,0.6722676158581902,0.04778399879860884,0.6244836170595813,0.14688015758593762
3,0.6354887028127957,0.01100508575321435,0.6244836170595813,0.14688015758593762
4,0.4948900735701356,-0.12959354348944574,0.6244836170595813,0.14688015758593762
5,0.7812282206244441,0.15674460356486275,0.6244836170595813,0.14688015758593762
6,0.6102285535062278,-0.014255063553353486,0.6244836170595813,0.14688015758593762
7,0.3586267522096367,-0.26585686484994464,0.6244836170595813,0.14688015758593762
8,0.7039901124216212,0.07950649536203991,0.6244836170595813,0.14688015758593762
9,0.4738669656192486,-0.1506166514403327,0.6244836170595813,0.14688015758593762
10,0.6213066288899485,-0.003176988169632855,0.6244836170595813,0.14688015758593762
