Characters,Tokens,Segments,JSD Avg,JSD Dev,KLD Avg,KLD Dev,SGS Avg,SGS Dev,Avg_Vader,Avg_TextBlob,Avg_Subjectivity
1.0,0.9996783333932808,0.9876900618378932,0.3418876547042934,0.34188765470429294,0.21101853071818144,0.21101853071818136,0.11957384573461724,0.11957384573461884,-0.04852156693609422,0.22277029484711933,-0.1739279585263775
0.9996783333932808,1.0,0.988155221368916,0.3414459707327862,0.3414459707327857,0.21381651523435238,0.21381651523435227,0.11784942953882495,0.11784942953882657,-0.0585888394954089,0.21459024026395038,-0.1894752938210245
0.9876900618378932,0.988155221368916,1.0,0.286317971634807,0.2863179716348067,0.20357675853850518,0.20357675853850496,0.12839261640031097,0.12839261640031263,-0.13762454155089957,0.13501536906578124,-0.24507107283925075
0.3418876547042934,0.3414459707327862,0.286317971634807,1.0,0.9999999999999999,0.5127944786918017,0.5127944786918013,-0.31044066415472577,-0.3104406641547251,0.39524058118762206,0.2827497326437106,0.32118117897413456
0.34188765470429294,0.3414459707327857,0.2863179716348067,0.9999999999999999,1.0,0.5127944786918014,0.5127944786918011,-0.3104406641547254,-0.3104406641547247,0.3952405811876218,0.2827497326437105,0.3211811789741343
0.21101853071818144,0.21381651523435238,0.20357675853850518,0.5127944786918017,0.5127944786918014,1.0,1.0,-0.5342193549841188,-0.5342193549841199,-0.3522324932223295,-0.2556467131735886,-0.11329384554038016
0.21101853071818136,0.21381651523435227,0.20357675853850496,0.5127944786918013,0.5127944786918011,1.0,1.0,-0.5342193549841184,-0.5342193549841195,-0.35223249322232975,-0.2556467131735885,-0.11329384554038013
0.11957384573461724,0.11784942953882495,0.12839261640031097,-0.31044066415472577,-0.3104406641547254,-0.5342193549841188,-0.5342193549841184,1.0,1.0000000000000007,0.004442708115246247,0.3743881079840726,0.3253608219677213
0.11957384573461884,0.11784942953882657,0.12839261640031263,-0.3104406641547251,-0.3104406641547247,-0.5342193549841199,-0.5342193549841195,1.0000000000000007,1.0,0.004442708115246907,0.3743881079840733,0.3253608219677211
-0.04852156693609422,-0.0585888394954089,-0.13762454155089957,0.39524058118762206,0.3952405811876218,-0.3522324932223295,-0.35223249322232975,0.004442708115246247,0.004442708115246907,1.0,0.7008736850665059,0.6876024512747758
0.22277029484711933,0.21459024026395038,0.13501536906578124,0.2827497326437106,0.2827497326437105,-0.2556467131735886,-0.2556467131735885,0.3743881079840726,0.3743881079840733,0.7008736850665059,1.0,0.5483306756747984
-0.1739279585263775,-0.1894752938210245,-0.24507107283925075,0.32118117897413456,0.3211811789741343,-0.11329384554038016,-0.11329384554038013,0.3253608219677213,0.3253608219677211,0.6876024512747758,0.5483306756747984,1.0
