Characters,Tokens,Segments,JSD Avg,JSD Dev,KLD Avg,KLD Dev,SGS Avg,SGS Dev,Avg_Vader,Avg_TextBlob,Avg_Subjectivity
1.0,0.9963703753799062,0.9298014731890946,-0.31168813998074135,-0.3116881399807415,-0.36218219165638005,-0.3621821916563798,0.09564744044551576,0.09564744044551599,-0.024643233909193336,0.34141461285448177,-0.05399186225736409
0.9963703753799062,1.0,0.9308533276583761,-0.3456064853378034,-0.3456064853378034,-0.37527496818550915,-0.3752749681855088,0.1137208163316542,0.11372081633165439,0.012836065327536625,0.34837692272710175,-0.056214798461845565
0.9298014731890946,0.9308533276583761,1.0,-0.327427753969594,-0.32742775396959434,-0.4922203307700625,-0.4922203307700621,-0.023444081942613795,-0.023444081942613704,-0.009234424725141313,0.40536330270285365,0.08356666970952412
-0.31168813998074135,-0.3456064853378034,-0.327427753969594,1.0,1.0000000000000002,0.8039225349564308,0.8039225349564307,-0.6986296734159813,-0.6986296734159814,0.062128159527027556,0.0977217207454134,0.34736192068627303
-0.3116881399807415,-0.3456064853378034,-0.32742775396959434,1.0000000000000002,1.0,0.8039225349564311,0.8039225349564307,-0.6986296734159813,-0.6986296734159815,0.06212815952702739,0.09772172074541291,0.34736192068627253
-0.36218219165638005,-0.37527496818550915,-0.4922203307700625,0.8039225349564308,0.8039225349564311,1.0,1.0000000000000002,-0.4091526124268977,-0.40915261242689777,0.18698144954640217,0.11800908158467961,0.32356117533009787
-0.3621821916563798,-0.3752749681855088,-0.4922203307700621,0.8039225349564307,0.8039225349564307,1.0000000000000002,1.0,-0.40915261242689777,-0.40915261242689765,0.18698144954640217,0.11800908158467972,0.3235611753300979
0.09564744044551576,0.1137208163316542,-0.023444081942613795,-0.6986296734159813,-0.6986296734159813,-0.4091526124268977,-0.40915261242689777,1.0,1.0,0.07616182304699412,-0.09532899322821937,-0.2531146941727536
0.09564744044551599,0.11372081633165439,-0.023444081942613704,-0.6986296734159814,-0.6986296734159815,-0.40915261242689777,-0.40915261242689765,1.0,1.0,0.07616182304699341,-0.0953289932282199,-0.25311469417275384
-0.024643233909193336,0.012836065327536625,-0.009234424725141313,0.062128159527027556,0.06212815952702739,0.18698144954640217,0.18698144954640217,0.07616182304699412,0.07616182304699341,1.0,0.6370014298954494,0.11538424902343539
0.34141461285448177,0.34837692272710175,0.40536330270285365,0.0977217207454134,0.09772172074541291,0.11800908158467961,0.11800908158467972,-0.09532899322821937,-0.0953289932282199,0.6370014298954494,1.0,0.3096664813806084
-0.05399186225736409,-0.056214798461845565,0.08356666970952412,0.34736192068627303,0.34736192068627253,0.32356117533009787,0.3235611753300979,-0.2531146941727536,-0.25311469417275384,0.11538424902343539,0.3096664813806084,1.0
