Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.7031343579292297,0.03105289340019224,0.6720814645290375,0.07802374179526614
2,0.7149806022644043,0.0428991377353668,0.6720814645290375,0.07802374179526614
3,0.7525473833084106,0.08046591877937315,0.6720814645290375,0.07802374179526614
4,0.6057857275009155,-0.06629573702812197,0.6720814645290375,0.07802374179526614
5,0.767999529838562,0.09591806530952451,0.6720814645290375,0.07802374179526614
6,0.48450416326522827,-0.18757730126380923,0.6720814645290375,0.07802374179526614
7,0.6547104120254517,-0.017371052503585838,0.6720814645290375,0.07802374179526614
8,0.6845753788948059,0.01249391436576841,0.6720814645290375,0.07802374179526614
9,0.6422021389007568,-0.029879325628280662,0.6720814645290375,0.07802374179526614
10,0.7103749513626099,0.038293486833572365,0.6720814645290375,0.07802374179526614
