Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.566563606262207,-0.024343378841876984,0.590906985104084,0.1317075861816758
2,0.34314608573913574,-0.24776089936494827,0.590906985104084,0.1317075861816758
3,0.553270697593689,-0.03763628751039505,0.590906985104084,0.1317075861816758
4,0.6993077993392944,0.10840081423521042,0.590906985104084,0.1317075861816758
5,0.7101733684539795,0.11926638334989548,0.590906985104084,0.1317075861816758
6,0.7161993980407715,0.12529241293668747,0.590906985104084,0.1317075861816758
7,0.6973076462745667,0.10640066117048264,0.590906985104084,0.1317075861816758
8,0.4412872791290283,-0.1496197059750557,0.590906985104084,0.1317075861816758
