ID,File,Story,Characters,Tokens,Segments,JSD Avg,JSD Dev,JSD Avg Run,JSD Std Run,KLD Avg,KLD Dev,KLD Avg Run,KLD Std Run,SGS Avg,SGS Dev,SGS Avg Run,SGS Std Run
1,01_grimm_pg19068_rumpelstiltskin.txt,Rumpelstiltskin,5795,1124,12,0.6935369532701356,-0.1040330988202269,0.7975700520903626,0.0348391721674112,0.7358679089317978,-0.0348213513041923,0.7706892602359902,0.0237769327800083,0.6607753851196982,0.0477673564856575,0.6130080286340407,0.0435787305794382
2,02_grimm_pg19068_rapunzel.txt,Rapunzel,7074,1393,14,0.8071761884729898,0.0096061363826271,0.7975700520903626,0.0348391721674112,0.8018267050717915,0.0311374448358013,0.7706892602359902,0.0237769327800083,0.6337741567538335,0.0207661281197928,0.6130080286340407,0.0435787305794382
3,03_grimm_pg19068_aschenputtel.txt,Aschenputtel,14053,2692,27,0.7970667606899743,-0.0005032914003882,0.7975700520903626,0.0348391721674112,0.7976392643357723,0.0269500040997821,0.7706892602359902,0.0237769327800083,0.6358852432324336,0.0228772145983928,0.6130080286340407,0.0435787305794382
4,04_grimm_pg19068_little_red-cap.txt,Little Red-cap,7096,1332,14,0.7782930623936598,-0.0192769896967027,0.7975700520903626,0.0348391721674112,0.7805786340752423,0.0098893738392521,0.7706892602359902,0.0237769327800083,0.6369888828350947,0.023980854201054,0.6130080286340407,0.0435787305794382
5,05_grimm_pg19068_the_sleeping_beauty.txt,The Sleeping Beauty,6839,1297,13,0.8285260433468706,0.030955991256508,0.7975700520903626,0.0348391721674112,0.7584086302713303,-0.0122806299646598,0.7706892602359902,0.0237769327800083,0.6029785325129827,-0.0100294961210579,0.6130080286340407,0.0435787305794382
6,06_grimm_pg19068_hansel_and_grethel.txt,Hansel and Grethel,14806,2842,29,0.8031324417324598,0.0055623896420972,0.7975700520903626,0.0348391721674112,0.7852694845783382,0.014580224342348,0.7706892602359902,0.0237769327800083,0.6464158051780292,0.0334077765439885,0.6130080286340407,0.0435787305794382
7,07_grimm_pg19068_snow-white.txt,Snow-white,15977,3043,31,0.8179693879951149,0.0203993359047522,0.7975700520903626,0.0348391721674112,0.8120550043193325,0.0413657440833423,0.7706892602359902,0.0237769327800083,0.6002282500267029,-0.0127797786073378,0.6130080286340407,0.0435787305794382
8,08_grimm_pg19068_the_golden_goose.txt,The Golden Goose,8334,1623,17,0.754851965788714,-0.0427180863016485,0.7975700520903626,0.0348391721674112,0.7299326137525155,-0.0407566464834746,0.7706892602359902,0.0237769327800083,0.6495078392326832,0.0364998105986424,0.6130080286340407,0.0435787305794382
9,09_grimm_pg19068_the_wolf_and_the_seven_kids.txt,The Wolf and the Seven Kids,5383,1043,11,0.7886809005120325,-0.00888915157833,0.7975700520903626,0.0348391721674112,0.7866558598506088,0.0159665996146186,0.7706892602359902,0.0237769327800083,0.6186814904212952,0.0056734617872544,0.6130080286340407,0.0435787305794382
10,10_grimm_pg19068_the_frog_prince.txt,The Frog Prince,7273,1412,15,0.8017860637174434,0.0042160116270808,0.7975700520903626,0.0348391721674112,0.8053507259953797,0.0346614657593895,0.7706892602359902,0.0237769327800083,0.6048970009599414,-0.0081110276740993,0.6130080286340407,0.0435787305794382
11,11_grimm_gb1823_jorinda_and_jorindel.txt,Jorinda and Jorindel,5593,1053,11,0.7913522273776514,-0.0062178247127111,0.7975700520903626,0.0348391721674112,0.7820129246671009,0.0113236644311107,0.7706892602359902,0.0237769327800083,0.66794912815094,0.0549410995168992,0.6130080286340407,0.0435787305794382
12,12_grimm_gb1826_the_nose.txt,The Nose,12642,2482,25,0.8115242130946235,0.0139541610042609,0.7975700520903626,0.0348391721674112,0.7692956021391927,-0.0013936580967974,0.7706892602359902,0.0237769327800083,0.5795714445412159,-0.0334365840928247,0.6130080286340407,0.0435787305794382
13,13_grimm_ia1853-1_the_little_brother_and_sister.txt,The Little Brother and Sister,12206,2366,24,0.78218511343527,-0.0153849386550926,0.7975700520903626,0.0348391721674112,0.7448002943433134,-0.0258889658926767,0.7706892602359902,0.0237769327800083,0.6339067829691846,0.0208987543351438,0.6130080286340407,0.0435787305794382
14,14_grimm_ia1853-1_the_gold_children.txt,The Gold Children,9951,1923,20,0.81375252126091,0.0161824691705474,0.7975700520903626,0.0348391721674112,0.7559666822270493,-0.0147225780089408,0.7706892602359902,0.0237769327800083,0.595304150330393,-0.0177038783036477,0.6130080286340407,0.0435787305794382
15,15_grimm_ia1853-1_the_knapsack_the_hat_and_the_horn.txt,"The Knapsack, the Hat, and the Horn",12291,2334,24,0.8659281642621343,0.0683581121717716,0.7975700520903626,0.0348391721674112,0.7875755227172953,0.016886262481305,0.7706892602359902,0.0237769327800083,0.4941421267778977,-0.1188659018561429,0.6130080286340407,0.0435787305794382
16,16_grimm_gb1826_the_crows_and_the_soldier.txt,The Crows and the Soldier,6480,1274,13,0.8463264038517253,0.0487563517613627,0.7975700520903626,0.0348391721674112,0.767590325918854,-0.0030989343171361,0.7706892602359902,0.0237769327800083,0.523586593568325,-0.0894214350657156,0.6130080286340407,0.0435787305794382
17,17_grimm_gb1853-2_the_faithful_beasts.txt,The Faithful Beasts,7887,1515,16,0.8286572033868216,0.031087151296459,0.7975700520903626,0.0348391721674112,0.7698123520093855,-0.0008769082266046,0.7706892602359902,0.0237769327800083,0.5865061978499094,-0.0265018307841312,0.6130080286340407,0.0435787305794382
18,18_grimm_gb1853-2_the_sparrow_and_his_four_children.txt,The Sparrow and his Four Children,5156,964,10,0.7776692480167848,-0.0199008040735777,0.7975700520903626,0.0348391721674112,0.7358163452479561,-0.034872914988034,0.7706892602359902,0.0237769327800083,0.6016256213188171,-0.0113824073152235,0.6130080286340407,0.0435787305794382
19,19_grimm_gb1853-2_the_stolen_farthings.txt,The Stolen Farthings,1758,334,4,0.781410325463043,-0.0161597266273195,0.7975700520903626,0.0348391721674112,0.7540306213698348,-0.0166586388661553,0.7706892602359902,0.0237769327800083,0.6151663462320963,0.0021583175980556,0.6130080286340407,0.0435787305794382
20,20_grimm_gb1853-2_three_little_tales_about_toads.txt,Three Little Tales about Toads,2696,509,6,0.7815758537388934,-0.0159941983514692,0.7975700520903626,0.0348391721674112,0.7532997028977121,-0.017389557338278,0.7706892602359902,0.0237769327800083,0.672269594669342,0.0592615660353013,0.6130080286340407,0.0435787305794382
