ID,File,Story,Characters,Tokens,Segments,JSD Avg,JSD Dev,JSD Avg Run,JSD Std Run,KLD Avg,KLD Dev,KLD Avg Run,KLD Std Run,SGS Avg,SGS Dev,SGS Avg Run,SGS Std Run,Avg_Vader,Avg_TextBlob,Avg_Subjectivity
1,01_grimm_pg19068_rumpelstiltskin_tt_20250710_110156.txt,Rumpelstiltskin,5795,1124,9,0.6430308609518833,-0.1357215346159737,0.778752395567857,0.0423642951768876,0.6508175547428883,-0.0411760613668833,0.6919936161097716,0.1079965228409789,0.6687681525945663,0.0379652418353706,0.6308029107591957,0.0488216391254648,-0.040055556,0.049380405,0.46634311
2,02_grimm_pg19068_rapunzel_tt_20250710_110157.txt,Rapunzel,7073,1393,12,0.7644358860313019,-0.0143165095365551,0.778752395567857,0.0423642951768876,0.6983812408620635,0.0063876247522919,0.6919936161097716,0.1079965228409789,0.6704730147665198,0.039670104007324,0.6308029107591957,0.0488216391254648,-0.043458333,0.116704971,0.453808625
3,03_grimm_pg19068_aschenputtel_tt_20250710_110157.txt,Aschenputtel,14053,2692,22,0.7433127295969616,-0.0354396659708954,0.778752395567857,0.0423642951768876,0.617583162621153,-0.0744104534886186,0.6919936161097716,0.1079965228409789,0.6587466696898142,0.0279437589306185,0.6308029107591957,0.0488216391254648,0.112768182,0.067077713,0.43159737
4,04_grimm_pg19068_little_red-cap_tt_20250710_110157.txt,Little Red-cap,7096,1332,12,0.7534570442789945,-0.0252953512888625,0.778752395567857,0.0423642951768876,0.7127541204979962,0.0207605043882246,0.6919936161097716,0.1079965228409789,0.6371928019957109,0.0063898912365152,0.6308029107591957,0.0488216391254648,0.217691667,0.09615501,0.532604151
5,05_grimm_pg19068_the_sleeping_beauty_tt_20250710_110157.txt,The Sleeping Beauty,6839,1297,9,0.8031984442709984,0.0244460487031413,0.778752395567857,0.0423642951768876,0.6397942849217739,-0.0521993311879976,0.6919936161097716,0.1079965228409789,0.6604603677988052,0.0296574570396095,0.6308029107591957,0.0488216391254648,0.633333333,0.227705898,0.574158594
6,06_grimm_pg19068_hansel_and_grethel_tt_20250710_110157.txt,Hansel and Grethel,14806,2842,23,0.7955927381932956,0.0168403426254385,0.778752395567857,0.0423642951768876,0.7502903322106473,0.0582967161008757,0.6919936161097716,0.1079965228409789,0.6394979953765869,0.0086950846173912,0.6308029107591957,0.0488216391254648,0.105386957,0.057504209,0.455058191
7,07_grimm_pg19068_snow-white_tt_20250710_110157.txt,Snow-white,15977,3043,23,0.805379072683565,0.0266266771157079,0.778752395567857,0.0423642951768876,0.7787929487020461,0.0867993325922744,0.6919936161097716,0.1079965228409789,0.6511860354380175,0.0203831246788217,0.6308029107591957,0.0488216391254648,0.00886087,0.162285244,0.487448616
8,08_grimm_pg19068_the_golden_goose_tt_20250710_110158.txt,The Golden Goose,8335,1623,12,0.7881140075774421,0.009361612009585,0.778752395567857,0.0423642951768876,0.7291773020116638,0.0371836859018921,0.6919936161097716,0.1079965228409789,0.6002686050805178,-0.0305343056786778,0.6308029107591957,0.0488216391254648,0.307283333,0.111888108,0.439672595
9,09_grimm_pg19068_the_wolf_and_the_seven_kids_tt_20250710_110158.txt,The Wolf and the Seven Kids,5383,1043,9,0.7519191551927686,-0.0268332403750883,0.778752395567857,0.0423642951768876,0.7428988334779061,0.0509052173681344,0.6919936161097716,0.1079965228409789,0.6111249923706055,-0.0196779183885902,0.6308029107591957,0.0488216391254648,-0.1736,-0.04933828,0.407556744
10,10_grimm_pg19068_the_frog_prince_tt_20250710_110158.txt,The Frog Prince,7273,1412,11,0.8152704083444833,0.0365180127766262,0.778752395567857,0.0423642951768876,0.749176744778966,0.0571831286691943,0.6919936161097716,0.1079965228409789,0.6397685408592224,0.0089656301000267,0.6308029107591957,0.0488216391254648,0.098936364,-0.005747566,0.524507665
