ID,File,Story,Characters,Tokens,Segments,JSD Avg,JSD Dev,JSD Avg Run,JSD Std Run,KLD Avg,KLD Dev,KLD Avg Run,KLD Std Run,SGS Avg,SGS Dev,SGS Avg Run,SGS Std Run
1,01_grimm_pg19068_rumpelstiltskin_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated Rumpelstiltskin,2977,547,6,0.7795742253500076,0.0297903819336899,0.7497838434163177,0.0584579172729175,0.747578320628931,0.0496448953055433,0.6979334253233876,0.0551890826611398,0.6602448344230651,0.0529266996799953,0.6073181347430698,0.0647442244131246
2,02_grimm_pg19068_rapunzel_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated Rapunzel,4121,799,8,0.7330260521526226,-0.016757791263695,0.7497838434163177,0.0584579172729175,0.730609688318914,0.0326762629955263,0.6979334253233876,0.0551890826611398,0.5588434381144387,-0.0484746966286311,0.6073181347430698,0.0647442244131246
3,03_grimm_pg19068_aschenputtel_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated Aschenputtel,4262,782,8,0.7662860326243506,0.0165021892080329,0.7497838434163177,0.0584579172729175,0.6987527380208209,0.0008193126974332,0.6979334253233876,0.0551890826611398,0.5330199641840798,-0.07429817055899,0.6073181347430698,0.0647442244131246
4,04_grimm_pg19068_little_red-cap_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated Little Red-cap,3395,626,7,0.6805463124983421,-0.0692375309179755,0.7497838434163177,0.0584579172729175,0.6703138246456956,-0.027619600677692,0.6979334253233876,0.0551890826611398,0.6146619369586309,0.007343802215561,0.6073181347430698,0.0647442244131246
5,05_grimm_pg19068_the_sleeping_beauty_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated The Sleeping Beauty,3203,611,7,0.8241033806706349,0.0743195372543172,0.7497838434163177,0.0584579172729175,0.7248066963387093,0.0268732710153216,0.6979334253233876,0.0551890826611398,0.5543343524138132,-0.0529837823292566,0.6073181347430698,0.0647442244131246
6,06_grimm_pg19068_hansel_and_grethel_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated Hansel and Grethel,3472,617,7,0.8100904825012231,0.0603066390849054,0.7497838434163177,0.0584579172729175,0.7115793676332451,0.0136459423098574,0.6979334253233876,0.0551890826611398,0.6289683183034261,0.0216501835603563,0.6073181347430698,0.0647442244131246
7,07_grimm_pg19068_snow-white_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated Snow-white,4462,809,9,0.8119468062572188,0.0621629628409011,0.7497838434163177,0.0584579172729175,0.7221918461144277,0.02425842079104,0.6979334253233876,0.0551890826611398,0.5857111513614655,-0.0216069833816043,0.6073181347430698,0.0647442244131246
8,08_grimm_pg19068_the_golden_goose_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated The Golden Goose,4834,907,10,0.6305735265387464,-0.1192103168775712,0.7497838434163177,0.0584579172729175,0.7158451446908481,0.0179117193674605,0.6979334253233876,0.0551890826611398,0.6994019945462545,0.0920838598031846,0.6073181347430698,0.0647442244131246
9,09_grimm_pg19068_the_wolf_and_the_seven_kids_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated The Wolf and the Seven Kids,5196,1005,11,0.7372176566914427,-0.0125661867248749,0.7497838434163177,0.0584579172729175,0.6412699609611731,-0.0566634643622145,0.6979334253233876,0.0551890826611398,0.6720814645290375,0.0647633297859676,0.6073181347430698,0.0647442244131246
10,10_grimm_pg19068_the_frog_prince_el_gen_mistral-7b-instruct-v0.2.Q4_K_M_20250713_174322.txt,AI-generated The Frog Prince,5259,1025,11,0.679788782834795,-0.0699950605815226,0.7497838434163177,0.0584579172729175,0.6244836170595813,-0.0734498082638063,0.6979334253233876,0.0551890826611398,0.6300556659698486,0.0227375312267787,0.6073181347430698,0.0647442244131246
