Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.8128241896629333,0.3307120881297372,0.48211210153319617,0.13829894654466746
2,0.6954036951065063,0.21329159357331018,0.48211210153319617,0.13829894654466746
3,0.3857806622982025,-0.09633143923499365,0.48211210153319617,0.13829894654466746
4,0.4868757128715515,0.004763611338355345,0.48211210153319617,0.13829894654466746
5,0.4719007611274719,-0.010211340405724245,0.48211210153319617,0.13829894654466746
6,0.34070444107055664,-0.14140766046263953,0.48211210153319617,0.13829894654466746
7,0.4702529013156891,-0.011859200217507082,0.48211210153319617,0.13829894654466746
8,0.40819621086120605,-0.07391589067199011,0.48211210153319617,0.13829894654466746
9,0.4125010371208191,-0.06961106441237708,0.48211210153319617,0.13829894654466746
10,0.45989930629730225,-0.022212795235893923,0.48211210153319617,0.13829894654466746
11,0.3588941991329193,-0.12321790240027686,0.48211210153319617,0.13829894654466746
