Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.6685490608215332,-0.03260864615440373,0.7011577069759369,0.059340114200466684
2,0.5820987224578857,-0.11905898451805119,0.7011577069759369,0.059340114200466684
3,0.6876277923583984,-0.013529914617538497,0.7011577069759369,0.059340114200466684
4,0.7613015174865723,0.06014381051063533,0.7011577069759369,0.059340114200466684
5,0.7731329202651978,0.07197521328926082,0.7011577069759369,0.059340114200466684
6,0.7808477878570557,0.07969008088111873,0.7011577069759369,0.059340114200466684
7,0.6403688192367554,-0.06078888773918156,0.7011577069759369,0.059340114200466684
8,0.6822206377983093,-0.018937069177627608,0.7011577069759369,0.059340114200466684
9,0.7132056951522827,0.01204798817634578,0.7011577069759369,0.059340114200466684
10,0.7222241163253784,0.021066409349441484,0.7011577069759369,0.059340114200466684
