Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.6749507188796997,0.08085436932742596,0.5940963495522738,0.11126418575676783
2,0.7749841809272766,0.18088783137500286,0.5940963495522738,0.11126418575676783
3,0.7166891694068909,0.12259281985461712,0.5940963495522738,0.11126418575676783
4,0.7532567381858826,0.15916038863360882,0.5940963495522738,0.11126418575676783
5,0.6437254548072815,0.049629105255007744,0.5940963495522738,0.11126418575676783
6,0.48045873641967773,-0.11363761313259602,0.5940963495522738,0.11126418575676783
7,0.48265737295150757,-0.11143897660076618,0.5940963495522738,0.11126418575676783
8,0.416098415851593,-0.17799793370068073,0.5940963495522738,0.11126418575676783
9,0.41047024726867676,-0.183626102283597,0.5940963495522738,0.11126418575676783
10,0.4972667396068573,-0.09682960994541645,0.5940963495522738,0.11126418575676783
11,0.6195592880249023,0.025462938472628593,0.5940963495522738,0.11126418575676783
12,0.6754969358444214,0.08140058629214764,0.5940963495522738,0.11126418575676783
13,0.6360486745834351,0.04195232503116131,0.5940963495522738,0.11126418575676783
14,0.5130465030670166,-0.08104984648525715,0.5940963495522738,0.11126418575676783
15,0.6088719964027405,0.014775646850466728,0.5940963495522738,0.11126418575676783
16,0.6019604206085205,0.007864071056246758,0.5940963495522738,0.11126418575676783
