Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.5211851000785828,-0.11858344078063965,0.6397685408592224,0.07131054480486555
2,0.6062533259391785,-0.033515214920043945,0.6397685408592224,0.07131054480486555
3,0.6749314665794373,0.035162925720214844,0.6397685408592224,0.07131054480486555
4,0.5909337997436523,-0.04883474111557007,0.6397685408592224,0.07131054480486555
5,0.6871941089630127,0.04742556810379028,0.6397685408592224,0.07131054480486555
6,0.7374060153961182,0.09763747453689575,0.6397685408592224,0.07131054480486555
7,0.7276304960250854,0.08786195516586304,0.6397685408592224,0.07131054480486555
8,0.7008784413337708,0.06110990047454834,0.6397685408592224,0.07131054480486555
9,0.5927109718322754,-0.04705756902694702,0.6397685408592224,0.07131054480486555
10,0.5585616827011108,-0.08120685815811157,0.6397685408592224,0.07131054480486555
