Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.3991612195968628,-0.22447831233342486,0.6236395319302876,0.11976363356340376
2,0.34410494565963745,-0.2795345862706502,0.6236395319302876,0.11976363356340376
3,0.7306126356124878,0.10697310368220014,0.6236395319302876,0.11976363356340376
4,0.7671639919281006,0.14352445999781294,0.6236395319302876,0.11976363356340376
5,0.7420321702957153,0.11839263836542768,0.6236395319302876,0.11976363356340376
6,0.6670812368392944,0.043441704909006784,0.6236395319302876,0.11976363356340376
7,0.6814708709716797,0.05783133904139204,0.6236395319302876,0.11976363356340376
8,0.5684512257575989,-0.05518830617268877,0.6236395319302876,0.11976363356340376
9,0.5476298332214355,-0.0760096987088521,0.6236395319302876,0.11976363356340376
10,0.6441559791564941,0.02051644722620649,0.6236395319302876,0.11976363356340376
11,0.5533167123794556,-0.07032281955083208,0.6236395319302876,0.11976363356340376
12,0.7236404418945312,0.1000009099642436,0.6236395319302876,0.11976363356340376
13,0.6115642189979553,-0.012075312932332327,0.6236395319302876,0.11976363356340376
14,0.6487762928009033,0.02513676087061567,0.6236395319302876,0.11976363356340376
15,0.7254312038421631,0.10179167191187544,0.6236395319302876,0.11976363356340376
