Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.5984733700752258,-0.0387194319204851,0.6371928019957109,0.10391677693452156
2,0.5384156107902527,-0.09877719120545825,0.6371928019957109,0.10391677693452156
3,0.5143423080444336,-0.12285049395127734,0.6371928019957109,0.10391677693452156
4,0.8326473236083984,0.1954545216126875,0.6371928019957109,0.10391677693452156
5,0.5337526798248291,-0.10344012217088183,0.6371928019957109,0.10391677693452156
6,0.4992254972457886,-0.13796730474992236,0.6371928019957109,0.10391677693452156
7,0.7567452192306519,0.11955241723494092,0.6371928019957109,0.10391677693452156
8,0.666152834892273,0.028960032896562016,0.6371928019957109,0.10391677693452156
9,0.6661555767059326,0.028962774710221684,0.6371928019957109,0.10391677693452156
10,0.6908403635025024,0.05364756150679151,0.6371928019957109,0.10391677693452156
11,0.7123700380325317,0.0751772360368208,0.6371928019957109,0.10391677693452156
