ID,File,Story,Characters,Tokens,Segments,SGS Avg,SGS Dev,SGS Avg Run,SGS Std Run
1,01_grimm_pg19068_rumpelstiltskin.txt,Rumpelstiltskin,5795,1124,12,0.6607753851196982,0.04776735648565755,0.6130080286340407,0.04357873057943825
2,02_grimm_pg19068_rapunzel.txt,Rapunzel,7074,1393,14,0.6337741567538335,0.020766128119792837,0.6130080286340407,0.04357873057943825
3,03_grimm_pg19068_aschenputtel.txt,Aschenputtel,14053,2692,27,0.6358852432324336,0.02287721459839287,0.6130080286340407,0.04357873057943825
4,04_grimm_pg19068_little_red-cap.txt,Little Red-cap,7096,1332,14,0.6369888828350947,0.023980854201054003,0.6130080286340407,0.04357873057943825
5,05_grimm_pg19068_the_sleeping_beauty.txt,The Sleeping Beauty,6839,1297,13,0.6029785325129827,-0.010029496121057968,0.6130080286340407,0.04357873057943825
6,06_grimm_pg19068_hansel_and_grethel.txt,Hansel and Grethel,14806,2842,29,0.6464158051780292,0.03340777654398852,0.6130080286340407,0.04357873057943825
7,07_grimm_pg19068_snow-white.txt,Snow-white,15977,3043,31,0.6002282500267029,-0.01277977860733781,0.6130080286340407,0.04357873057943825
8,08_grimm_pg19068_the_golden_goose.txt,The Golden Goose,8334,1623,17,0.6495078392326832,0.03649981059864249,0.6130080286340407,0.04357873057943825
9,09_grimm_pg19068_the_wolf_and_the_seven_kids.txt,The Wolf and the Seven Kids,5383,1043,11,0.6186814904212952,0.005673461787254475,0.6130080286340407,0.04357873057943825
10,10_grimm_pg19068_the_frog_prince.txt,The Frog Prince,7273,1412,15,0.6048970009599414,-0.008111027674099325,0.6130080286340407,0.04357873057943825
11,11_grimm_gb1823_jorinda_and_jorindel.txt,Jorinda and Jorindel,5593,1053,11,0.66794912815094,0.054941099516899294,0.6130080286340407,0.04357873057943825
12,12_grimm_gb1826_the_nose.txt,The Nose,12642,2482,25,0.5795714445412159,-0.033436584092824795,0.6130080286340407,0.04357873057943825
13,13_grimm_ia1853-1_the_little_brother_and_sister.txt,The Little Brother and Sister,12206,2366,24,0.6339067829691846,0.020898754335143876,0.6130080286340407,0.04357873057943825
14,14_grimm_ia1853-1_the_gold_children.txt,The Gold Children,9951,1923,20,0.595304150330393,-0.017703878303647724,0.6130080286340407,0.04357873057943825
15,15_grimm_ia1853-1_the_knapsack_the_hat_and_the_horn.txt,"The Knapsack, the Hat, and the Horn",12291,2334,24,0.4941421267778977,-0.11886590185614299,0.6130080286340407,0.04357873057943825
16,16_grimm_gb1826_the_crows_and_the_soldier.txt,The Crows and the Soldier,6480,1274,13,0.523586593568325,-0.08942143506571565,0.6130080286340407,0.04357873057943825
17,17_grimm_gb1853-2_the_faithful_beasts.txt,The Faithful Beasts,7887,1515,16,0.5865061978499094,-0.026501830784131264,0.6130080286340407,0.04357873057943825
18,18_grimm_gb1853-2_the_sparrow_and_his_four_children.txt,The Sparrow and his Four Children,5156,964,10,0.6016256213188171,-0.011382407315223553,0.6130080286340407,0.04357873057943825
19,19_grimm_gb1853-2_the_stolen_farthings.txt,The Stolen Farthings,1758,334,4,0.6151663462320963,0.0021583175980556257,0.6130080286340407,0.04357873057943825
20,20_grimm_gb1853-2_three_little_tales_about_toads.txt,Three Little Tales about Toads,2696,509,6,0.672269594669342,0.059261566035301305,0.6130080286340407,0.04357873057943825
