Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.6695967316627502,0.1042111704746882,0.565385561188062,0.10094124068891414
2,0.7343940734863281,0.16900851229826608,0.565385561188062,0.10094124068891414
3,0.6421639919281006,0.07677843074003854,0.565385561188062,0.10094124068891414
4,0.4057464599609375,-0.15963910122712455,0.565385561188062,0.10094124068891414
5,0.6246718168258667,0.05928625563780465,0.565385561188062,0.10094124068891414
6,0.5280309915542603,-0.03735456963380179,0.565385561188062,0.10094124068891414
7,0.346203088760376,-0.21918247242768607,0.565385561188062,0.10094124068891414
8,0.3030112385749817,-0.26237432261308036,0.565385561188062,0.10094124068891414
9,0.6168458461761475,0.051460284988085414,0.565385561188062,0.10094124068891414
10,0.4956282079219818,-0.06975735326608024,0.565385561188062,0.10094124068891414
11,0.514423668384552,-0.050961892803510045,0.565385561188062,0.10094124068891414
12,0.6754268407821655,0.11004127959410348,0.565385561188062,0.10094124068891414
13,0.5507686138153076,-0.01461694737275443,0.565385561188062,0.10094124068891414
14,0.571645975112915,0.006260413924852992,0.565385561188062,0.10094124068891414
15,0.4963017404079437,-0.06908382078011832,0.565385561188062,0.10094124068891414
16,0.6244257688522339,0.05904020766417184,0.565385561188062,0.10094124068891414
17,0.529569685459137,-0.035815875728925084,0.565385561188062,0.10094124068891414
18,0.5893046855926514,0.02391912440458932,0.565385561188062,0.10094124068891414
19,0.6235538125038147,0.05816825131575265,0.565385561188062,0.10094124068891414
20,0.6837673187255859,0.11838175753752389,0.565385561188062,0.10094124068891414
21,0.5424971580505371,-0.022888403137524937,0.565385561188062,0.10094124068891414
22,0.5417277812957764,-0.02365777989228568,0.565385561188062,0.10094124068891414
23,0.7240920066833496,0.15870644549528756,0.565385561188062,0.10094124068891414
24,0.5118184685707092,-0.05356709261735282,0.565385561188062,0.10094124068891414
25,0.5983872413635254,0.033001680175463344,0.565385561188062,0.10094124068891414
26,0.6600853204727173,0.09469975928465524,0.565385561188062,0.10094124068891414
27,0.48663246631622314,-0.0787530948718389,0.565385561188062,0.10094124068891414
28,0.48589083552360535,-0.0794947256644567,0.565385561188062,0.10094124068891414
29,0.6628605127334595,0.09747495154539743,0.565385561188062,0.10094124068891414
30,0.5220944881439209,-0.04329107304414115,0.565385561188062,0.10094124068891414
