Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.5974204540252686,0.08430294791857407,0.5131175061066945,0.07508844451001281
2,0.5797164440155029,0.06659893790880844,0.5131175061066945,0.07508844451001281
3,0.3876367211341858,-0.1254807849725087,0.5131175061066945,0.07508844451001281
4,0.5863469243049622,0.07322941819826767,0.5131175061066945,0.07508844451001281
5,0.4775695502758026,-0.035547955830891875,0.5131175061066945,0.07508844451001281
6,0.3534844219684601,-0.1596330841382344,0.5131175061066945,0.07508844451001281
7,0.4425972104072571,-0.07052029569943741,0.5131175061066945,0.07508844451001281
8,0.5944794416427612,0.08136193553606674,0.5131175061066945,0.07508844451001281
9,0.5096072554588318,-0.0035102506478627005,0.5131175061066945,0.07508844451001281
10,0.5521579384803772,0.03904043237368271,0.5131175061066945,0.07508844451001281
11,0.5819962024688721,0.06887869636217758,0.5131175061066945,0.07508844451001281
12,0.5678344964981079,0.05471699039141342,0.5131175061066945,0.07508844451001281
13,0.46207475662231445,-0.051042749484380034,0.5131175061066945,0.07508844451001281
14,0.52888023853302,0.015762732426325532,0.5131175061066945,0.07508844451001281
15,0.4749605357646942,-0.038156970342000274,0.5131175061066945,0.07508844451001281
