Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.4971953332424164,0.04734704935032391,0.44984828389209247,0.12050009979663805
2,0.745538055896759,0.29568977200466656,0.44984828389209247,0.12050009979663805
3,0.517898678779602,0.06805039488750958,0.44984828389209247,0.12050009979663805
4,0.4483286142349243,-0.0015196696571681545,0.44984828389209247,0.12050009979663805
5,0.39860638976097107,-0.0512418941311214,0.44984828389209247,0.12050009979663805
6,0.6911190748214722,0.2412707909293797,0.44984828389209247,0.12050009979663805
7,0.358425498008728,-0.09142278588336444,0.44984828389209247,0.12050009979663805
8,0.4170438051223755,-0.03280447876971698,0.44984828389209247,0.12050009979663805
9,0.43542760610580444,-0.014420677786288028,0.44984828389209247,0.12050009979663805
10,0.43815791606903076,-0.01169036782306171,0.44984828389209247,0.12050009979663805
11,0.43261176347732544,-0.01723652041476703,0.44984828389209247,0.12050009979663805
12,0.39009612798690796,-0.05975215590518451,0.44984828389209247,0.12050009979663805
13,0.4857288599014282,0.03588057600933575,0.44984828389209247,0.12050009979663805
14,0.514216423034668,0.0643681391425755,0.44984828389209247,0.12050009979663805
15,0.6790878772735596,0.2292395933814671,0.44984828389209247,0.12050009979663805
16,0.49309128522872925,0.04324300133663678,0.44984828389209247,0.12050009979663805
17,0.29225343465805054,-0.15759484923404193,0.44984828389209247,0.12050009979663805
18,0.41547274589538574,-0.03437553799670673,0.44984828389209247,0.12050009979663805
19,0.354214608669281,-0.09563367522281147,0.44984828389209247,0.12050009979663805
20,0.43452906608581543,-0.015319217806277041,0.44984828389209247,0.12050009979663805
21,0.26132649183273315,-0.18852179205935932,0.44984828389209247,0.12050009979663805
22,0.3565361201763153,-0.09331216371577716,0.44984828389209247,0.12050009979663805
23,0.2896047532558441,-0.16024353063624835,0.44984828389209247,0.12050009979663805
