Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.64179527759552,-0.05467525124549866,0.6964705288410187,0.09262159047704806
2,0.5963907241821289,-0.10007980465888977,0.6964705288410187,0.09262159047704806
3,0.4897558391094208,-0.2067146897315979,0.6964705288410187,0.09262159047704806
4,0.7161866426467896,0.019716113805770874,0.6964705288410187,0.09262159047704806
5,0.7713836431503296,0.07491311430931091,0.6964705288410187,0.09262159047704806
6,0.720718264579773,0.024247735738754272,0.6964705288410187,0.09262159047704806
7,0.6645270586013794,-0.03194347023963928,0.6964705288410187,0.09262159047704806
8,0.7926580309867859,0.09618750214576721,0.6964705288410187,0.09262159047704806
9,0.7487794160842896,0.052308887243270874,0.6964705288410187,0.09262159047704806
10,0.8339542746543884,0.13748374581336975,0.6964705288410187,0.09262159047704806
11,0.6850266456604004,-0.011443883180618286,0.6964705288410187,0.09262159047704806
