Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.522064745426178,0.054913997650146484,0.4671507477760315,0.1174230730810433
2,0.6216455698013306,0.15449482202529907,0.4671507477760315,0.1174230730810433
3,0.5833927392959595,0.11624199151992798,0.4671507477760315,0.1174230730810433
4,0.30914682149887085,-0.15800392627716064,0.4671507477760315,0.1174230730810433
5,0.4240378141403198,-0.04311293363571167,0.4671507477760315,0.1174230730810433
6,0.3426167964935303,-0.12453395128250122,0.4671507477760315,0.1174230730810433
