ID,File,Story,Characters,Tokens,Segments,JSD Avg,JSD Dev,JSD Avg Run,JSD Std Run
1,01_grimm_pg19068_rumpelstiltskin.txt,Rumpelstiltskin,5795,1124,12,0.5624920734034599,-0.02501217338414763,0.5875042467876075,0.020350816962763144
2,02_grimm_pg19068_rapunzel.txt,Rapunzel,7074,1393,14,0.5672818303745042,-0.020222416413103295,0.5875042467876075,0.020350816962763144
3,03_grimm_pg19068_aschenputtel.txt,Aschenputtel,14053,2692,27,0.5718313599998217,-0.015672886787785778,0.5875042467876075,0.020350816962763144
4,04_grimm_pg19068_little_red-cap.txt,Little Red-cap,7096,1332,14,0.613760871517687,0.026256624730079503,0.5875042467876075,0.020350816962763144
5,05_grimm_pg19068_the_sleeping_beauty.txt,The Sleeping Beauty,6839,1297,13,0.6032898420685401,0.015785595280932596,0.5875042467876075,0.020350816962763144
6,06_grimm_pg19068_hansel_and_grethel.txt,Hansel and Grethel,14806,2842,29,0.5937915434671909,0.006287296679583387,0.5875042467876075,0.020350816962763144
7,07_grimm_pg19068_snow-white.txt,Snow-white,15977,3043,31,0.5837108575763972,-0.0037933892112103074,0.5875042467876075,0.020350816962763144
8,08_grimm_pg19068_the_golden_goose.txt,The Golden Goose,8334,1623,17,0.5587731904066201,-0.028731056380987385,0.5875042467876075,0.020350816962763144
9,09_grimm_pg19068_the_wolf_and_the_seven_kids.txt,The Wolf and the Seven Kids,5383,1043,11,0.6064318577817083,0.018927610994100785,0.5875042467876075,0.020350816962763144
10,10_grimm_pg19068_the_frog_prince.txt,The Frog Prince,7273,1412,15,0.6136790412801453,0.02617479449253779,0.5875042467876075,0.020350816962763144
