Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.7330000632788141,-0.07019838099218434,0.8031984442709984,0.09565726525184483
2,0.7172514756858335,-0.08594696858516493,0.8031984442709984,0.09565726525184483
3,0.844530099489037,0.04133165521803861,0.8031984442709984,0.09565726525184483
4,0.9236543522539329,0.12045590798293448,0.8031984442709984,0.09565726525184483
5,0.8506076902003559,0.04740924592935747,0.8031984442709984,0.09565726525184483
6,0.6332231472886874,-0.16997529698231095,0.8031984442709984,0.09565726525184483
7,0.8038025912245595,0.0006041469535611466,0.8031984442709984,0.09565726525184483
8,0.9195181347467669,0.11631969047576851,0.8031984442709984,0.09565726525184483
