Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.665610797207112,0.03667415115475681,0.6289366460523552,0.04179466355606022
2,0.5720455795961269,-0.05689106645622832,0.6289366460523552,0.04179466355606022
3,0.5749581687630327,-0.05397847728932248,0.6289366460523552,0.04179466355606022
4,0.6145598075151268,-0.014376838537228376,0.6289366460523552,0.04179466355606022
5,0.6757539623027644,0.04681731625040919,0.6289366460523552,0.04179466355606022
6,0.6837744375108175,0.05483779145846224,0.6289366460523552,0.04179466355606022
7,0.6152688192435483,-0.01366782680880696,0.6289366460523552,0.04179466355606022
8,0.6014392883222965,-0.02749735773005868,0.6289366460523552,0.04179466355606022
9,0.6584811873810092,0.029544541328654028,0.6289366460523552,0.04179466355606022
10,0.6039982026198104,-0.02493844343254481,0.6289366460523552,0.04179466355606022
11,0.7000008253958677,0.0710641793435125,0.6289366460523552,0.04179466355606022
12,0.5807790112658444,-0.048157634786510806,0.6289366460523552,0.04179466355606022
13,0.6295063115572619,0.000569665504906669,0.6289366460523552,0.04179466355606022
