Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.5738781762520746,-0.009832681324322579,0.5837108575763972,0.056750652501523946
2,0.5660547124700928,-0.01765614510630442,0.5837108575763972,0.056750652501523946
3,0.6585636852971104,0.07485282772071322,0.5837108575763972,0.056750652501523946
4,0.5828782205881048,-0.0008326369882923901,0.5837108575763972,0.056750652501523946
5,0.5427870248425992,-0.04092383273379796,0.5837108575763972,0.056750652501523946
6,0.6362628545396483,0.05255199696325108,0.5837108575763972,0.056750652501523946
7,0.6196213237244427,0.035910466148045495,0.5837108575763972,0.056750652501523946
8,0.8197605037513667,0.23604964617496949,0.5837108575763972,0.056750652501523946
9,0.5806820261999014,-0.0030288313764957886,0.5837108575763972,0.056750652501523946
10,0.5808985716008044,-0.0028122859755927987,0.5837108575763972,0.056750652501523946
11,0.6345117873755449,0.05080092979914774,0.5837108575763972,0.056750652501523946
12,0.552825876213553,-0.030884981362844233,0.5837108575763972,0.056750652501523946
13,0.5473317221091224,-0.03637913546727478,0.5837108575763972,0.056750652501523946
14,0.6137677053694642,0.030056847793067054,0.5837108575763972,0.056750652501523946
15,0.5792351560445734,-0.00447570153182375,0.5837108575763972,0.056750652501523946
16,0.5316122376333581,-0.052098619943039104,0.5837108575763972,0.056750652501523946
17,0.5480314551506632,-0.035679402425733975,0.5837108575763972,0.056750652501523946
18,0.5701939674180545,-0.013516890158342676,0.5837108575763972,0.056750652501523946
19,0.5469151299930974,-0.03679572758329974,0.5837108575763972,0.056750652501523946
20,0.5401074000353804,-0.0436034575410168,0.5837108575763972,0.056750652501523946
21,0.5053005962403366,-0.07841026133606055,0.5837108575763972,0.056750652501523946
22,0.63090246908564,0.04719161150924278,0.5837108575763972,0.056750652501523946
23,0.5323070039122345,-0.05140385366416267,0.5837108575763972,0.056750652501523946
24,0.5680598943418562,-0.01565096323454096,0.5837108575763972,0.056750652501523946
25,0.5462572467685567,-0.03745361080784049,0.5837108575763972,0.056750652501523946
26,0.5600951880706383,-0.023615669505758885,0.5837108575763972,0.056750652501523946
27,0.6088755619125901,0.02516470433619289,0.5837108575763972,0.056750652501523946
28,0.6007873987731537,0.0170765411967565,0.5837108575763972,0.056750652501523946
29,0.5420042605003036,-0.04170659707609359,0.5837108575763972,0.056750652501523946
30,0.5908165710776493,0.007105713501252109,0.5837108575763972,0.056750652501523946
