Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.6867765412777864,-0.056180245939729034,0.7429567872175155,0.05706114876565959
2,0.6780396580945198,-0.06491712912299563,0.7429567872175155,0.05706114876565959
3,0.8122725195643664,0.06931573234685096,0.7429567872175155,0.05706114876565959
4,0.7968056778573919,0.05384889063987641,0.7429567872175155,0.05706114876565959
5,0.6920740172396859,-0.05088276997782959,0.7429567872175155,0.05706114876565959
6,0.7127392889409067,-0.0302174982766088,0.7429567872175155,0.05706114876565959
7,0.7363485298646701,-0.006608257352845315,0.7429567872175155,0.05706114876565959
8,0.7839105552244326,0.04095376800691719,0.7429567872175155,0.05706114876565959
9,0.6623647729365673,-0.0805920142809482,0.7429567872175155,0.05706114876565959
10,0.829838127449382,0.08688134023186656,0.7429567872175155,0.05706114876565959
11,0.7813549709429599,0.03839818372544446,0.7429567872175155,0.05706114876565959
