Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.7189331907110953,0.04951029553578712,0.6694228951753082,0.06692612769646458
2,0.6943700683915882,0.02494717321628004,0.6694228951753082,0.06692612769646458
3,0.5887719717490353,-0.08065092342627289,0.6694228951753082,0.06692612769646458
4,0.6950439385652213,0.025621043389913112,0.6694228951753082,0.06692612769646458
5,0.7415518404118668,0.07212894523655866,0.6694228951753082,0.06692612769646458
6,0.568382790032899,-0.10104010514240913,0.6694228951753082,0.06692612769646458
7,0.6859417629896457,0.016518867814337534,0.6694228951753082,0.06692612769646458
8,0.7663198576479614,0.09689696247265323,0.6694228951753082,0.06692612769646458
9,0.7436161435850428,0.07419324840973462,0.6694228951753082,0.06692612769646458
10,0.6454980285667486,-0.023924866608559525,0.6694228951753082,0.06692612769646458
11,0.6178913730804797,-0.051531522094828475,0.6694228951753082,0.06692612769646458
12,0.6038291445584247,-0.06559375061688344,0.6694228951753082,0.06692612769646458
13,0.5541527798705168,-0.11527011530479137,0.6694228951753082,0.06692612769646458
14,0.6716659160905626,0.0022430209152544123,0.6694228951753082,0.06692612769646458
15,0.6640272169484324,-0.005395678226875811,0.6694228951753082,0.06692612769646458
16,0.6455820100422779,-0.023840885133030287,0.6694228951753082,0.06692612769646458
17,0.5433660632885515,-0.12605683188675665,0.6694228951753082,0.06692612769646458
18,0.7456051745687075,0.07618227939339928,0.6694228951753082,0.06692612769646458
19,0.7812344593452679,0.11181156416995974,0.6694228951753082,0.06692612769646458
20,0.6845758180735306,0.015152922898222454,0.6694228951753082,0.06692612769646458
21,0.6562043705833933,-0.01321852459191486,0.6694228951753082,0.06692612769646458
22,0.7107397747555315,0.04131687958022334,0.6694228951753082,0.06692612769646458
