Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.5381548859180112,-0.10160209913336693,0.6397569850513781,0.07841210880301824
2,0.6598841667080475,0.02012718165666938,0.6397569850513781,0.07841210880301824
3,0.7883779350588975,0.1486209500075194,0.6397569850513781,0.07841210880301824
4,0.6993451652872936,0.0595881802359155,0.6397569850513781,0.07841210880301824
5,0.6984303150412172,0.058673329989839096,0.6397569850513781,0.07841210880301824
6,0.5318011152017809,-0.10795586984959726,0.6397569850513781,0.07841210880301824
7,0.5865406488737949,-0.05321633617758326,0.6397569850513781,0.07841210880301824
8,0.6153392595492267,-0.024417725502151377,0.6397569850513781,0.07841210880301824
9,0.601530250726299,-0.03822673432507917,0.6397569850513781,0.07841210880301824
10,0.731562758897031,0.09180577384565292,0.6397569850513781,0.07841210880301824
11,0.5863603343035606,-0.05339665074781752,0.6397569850513781,0.07841210880301824
