Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.8696135263196918,0.10137458204349048,0.7682389442762013,0.07852729496024674
2,0.9411838891343538,0.17294494485815248,0.7682389442762013,0.07852729496024674
3,0.8640789782864811,0.09584003401027974,0.7682389442762013,0.07852729496024674
4,0.7868419238273854,0.018602979551184062,0.7682389442762013,0.07852729496024674
5,0.7926942053601209,0.0244552610839196,0.7682389442762013,0.07852729496024674
6,0.8424636151931526,0.07422467091695129,0.7682389442762013,0.07852729496024674
7,0.7649560825096523,-0.0032828617665490167,0.7682389442762013,0.07852729496024674
8,0.7492717810455378,-0.018967163230663497,0.7682389442762013,0.07852729496024674
9,0.6063713856590093,-0.16186755861719204,0.7682389442762013,0.07852729496024674
10,0.6103121516604294,-0.15792679261577192,0.7682389442762013,0.07852729496024674
11,0.7543750262300357,-0.013863918046165602,0.7682389442762013,0.07852729496024674
12,0.756466871060668,-0.011772073215533307,0.7682389442762013,0.07852729496024674
13,0.7995076970008167,0.03126875272461538,0.7682389442762013,0.07852729496024674
14,0.760306134090885,-0.00793281018531633,0.7682389442762013,0.07852729496024674
15,0.7051680980925635,-0.06307084618363779,0.7682389442762013,0.07852729496024674
16,0.7742047301970575,0.00596578592085617,0.7682389442762013,0.07852729496024674
17,0.6655589423925429,-0.10268000188365844,0.7682389442762013,0.07852729496024674
18,0.711373383123757,-0.056865561152444344,0.7682389442762013,0.07852729496024674
19,0.8368065010565869,0.06856755678038562,0.7682389442762013,0.07852729496024674
20,0.8414698702807767,0.07323092600457537,0.7682389442762013,0.07852729496024674
21,0.7505833133286907,-0.01765563094751066,0.7682389442762013,0.07852729496024674
22,0.7334999174398465,-0.03473902683635477,0.7682389442762013,0.07852729496024674
23,0.721639895848645,-0.046599048427556355,0.7682389442762013,0.07852729496024674
24,0.7421467550507013,-0.02609218922550005,0.7682389442762013,0.07852729496024674
25,0.7023731830066788,-0.06586576126952248,0.7682389442762013,0.07852729496024674
26,0.890944693985171,0.12270574970896964,0.7682389442762013,0.07852729496024674
