Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.5564495757274447,-0.034688482690128475,0.5911380584175732,0.05100257966812448
2,0.5129232979622036,-0.07821476045536957,0.5911380584175732,0.05100257966812448
3,0.5747503242868738,-0.016387734130699383,0.5911380584175732,0.05100257966812448
4,0.6057928538730109,0.014654795455437686,0.5911380584175732,0.05100257966812448
5,0.537681653988123,-0.05345640442945021,0.5911380584175732,0.05100257966812448
6,0.6264379553053405,0.03529989688776736,0.5911380584175732,0.05100257966812448
7,0.6510027283768455,0.05986466995927231,0.5911380584175732,0.05100257966812448
8,0.6640660778207431,0.07292801940316995,0.5911380584175732,0.05100257966812448
