Segment Pair,JSD,JSD Dev,JSD Avg,JSD Std
1,0.7786479080791675,0.04205075268476133,0.7365971553944062,0.058420433567632817
2,0.7838687499016607,0.04727159450725449,0.7365971553944062,0.058420433567632817
3,0.7766146139078284,0.0400174585134222,0.7365971553944062,0.058420433567632817
4,0.7037066043744277,-0.03289055101997851,0.7365971553944062,0.058420433567632817
5,0.7855557723250443,0.04895861693063808,0.7365971553944062,0.058420433567632817
6,0.702547732802669,-0.034049422591737155,0.7365971553944062,0.058420433567632817
7,0.8007314326817354,0.06413427728732923,0.7365971553944062,0.058420433567632817
8,0.6308198024173954,-0.10577735297701074,0.7365971553944062,0.058420433567632817
9,0.7116070717330062,-0.024990083661399987,0.7365971553944062,0.058420433567632817
10,0.6645162854905107,-0.0720808699038955,0.7365971553944062,0.058420433567632817
11,0.5960205704930595,-0.14057658490134672,0.7365971553944062,0.058420433567632817
12,0.6655652577496086,-0.07103189764479756,0.7365971553944062,0.058420433567632817
13,0.5978267776526679,-0.13877037774173828,0.7365971553944062,0.058420433567632817
14,0.7498533657575454,0.013256210363139176,0.7365971553944062,0.058420433567632817
15,0.7952054195092523,0.0586082641148461,0.7365971553944062,0.058420433567632817
16,0.7717637436024869,0.03516658820808072,0.7365971553944062,0.058420433567632817
17,0.7633148026905086,0.026717647296102376,0.7365971553944062,0.058420433567632817
18,0.7537362515477336,0.017139096153327427,0.7365971553944062,0.058420433567632817
19,0.7826488584506545,0.04605170305624828,0.7365971553944062,0.058420433567632817
20,0.7409022914734,0.004305136078993854,0.7365971553944062,0.058420433567632817
21,0.7770517432490054,0.04045458785459921,0.7365971553944062,0.058420433567632817
22,0.7938976834624532,0.057300528068046974,0.7365971553944062,0.058420433567632817
23,0.7812995921657772,0.04470243677137098,0.7365971553944062,0.058420433567632817
24,0.7628369473550188,0.026239791960612657,0.7365971553944062,0.058420433567632817
25,0.7899441736973016,0.053347018302895455,0.7365971553944062,0.058420433567632817
26,0.6969036763400556,-0.03969347905435061,0.7365971553944062,0.058420433567632817
27,0.7405145298091796,0.003917374414773467,0.7365971553944062,0.058420433567632817
28,0.7268186923242196,-0.009778463070186594,0.7365971553944062,0.058420433567632817
