Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.6621535403595392,-0.05500833871929367,0.7171618790788329,0.07659455022456682
2,0.8074781890320577,0.09031630995322482,0.7171618790788329,0.07659455022456682
3,0.7758643630890809,0.058702484010248024,0.7171618790788329,0.07659455022456682
4,0.6231514238346537,-0.09401045524417917,0.7171618790788329,0.07659455022456682
