Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.7107846048808683,-0.09199068851228132,0.8027752933931496,0.08638009534265798
2,0.792101268416665,-0.01067402497648462,0.8027752933931496,0.08638009534265798
3,0.7885815032330116,-0.014193790160137998,0.8027752933931496,0.08638009534265798
4,0.7292242479789554,-0.07355104541419422,0.8027752933931496,0.08638009534265798
5,0.753381840017531,-0.04939345337561862,0.8027752933931496,0.08638009534265798
6,0.7981766180571922,-0.0045986753359573695,0.8027752933931496,0.08638009534265798
7,0.7496243963059886,-0.05315089708716092,0.8027752933931496,0.08638009534265798
8,0.9772279346308747,0.17445264123772508,0.8027752933931496,0.08638009534265798
9,0.9419641588773411,0.13918886548419152,0.8027752933931496,0.08638009534265798
10,0.8743132311604761,0.07153793776732653,0.8027752933931496,0.08638009534265798
11,0.7151484237657411,-0.08762686962740851,0.8027752933931496,0.08638009534265798
