Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.8418254888862279,0.18309657813977387,0.658728910746454,0.1703345438441357
2,0.921360257787812,0.26263134704135804,0.658728910746454,0.1703345438441357
3,0.809347723233262,0.15061881248680797,0.658728910746454,0.1703345438441357
4,0.7764643976933793,0.11773548694692526,0.658728910746454,0.1703345438441357
5,0.7258996106904035,0.06717069994394953,0.658728910746454,0.1703345438441357
6,0.567549393724316,-0.091179517022138,0.658728910746454,0.1703345438441357
7,0.6052264129840803,-0.0535024977623737,0.658728910746454,0.1703345438441357
8,0.4330867896295742,-0.2256421211168798,0.658728910746454,0.1703345438441357
9,0.45863058159918507,-0.20009832914726894,0.658728910746454,0.1703345438441357
10,0.44789845123629957,-0.21083045951015444,0.658728910746454,0.1703345438441357
