Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.7229649711576156,0.08079495108717083,0.6421700200704448,0.14761258761634954
2,0.4818487854216138,-0.16032123464883097,0.6421700200704448,0.14761258761634954
3,0.7735057694800582,0.13133574940961346,0.6421700200704448,0.14761258761634954
4,0.6126039462687268,-0.02956607380171794,0.6421700200704448,0.14761258761634954
5,0.8565608402842944,0.2143908202138496,0.6421700200704448,0.14761258761634954
6,0.8937175404591604,0.25154752038871564,0.6421700200704448,0.14761258761634954
7,0.7095542941341744,0.0673842740637296,0.6421700200704448,0.14761258761634954
8,0.7821194976383308,0.139949477567886,0.6421700200704448,0.14761258761634954
9,0.7829623178396122,0.14079229776916746,0.6421700200704448,0.14761258761634954
10,0.6318911750675136,-0.010278845002931192,0.6421700200704448,0.14761258761634954
11,0.5483178649837674,-0.09385215508667732,0.6421700200704448,0.14761258761634954
12,0.534719139752976,-0.10745088031746874,0.6421700200704448,0.14761258761634954
13,0.5651567823077596,-0.0770132377626852,0.6421700200704448,0.14761258761634954
14,0.5707396425705228,-0.07143037749992198,0.6421700200704448,0.14761258761634954
15,0.3947069548243652,-0.24746306524607958,0.6421700200704448,0.14761258761634954
16,0.4133507989366247,-0.22881922113382008,0.6421700200704448,0.14761258761634954
