Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.7382002581331116,0.1494908818023678,0.5887093763307438,0.1904938655580575
2,0.8237636220238505,0.23505424569310662,0.5887093763307438,0.1904938655580575
3,0.7807062133593935,0.19199683702864967,0.5887093763307438,0.1904938655580575
4,0.8122858153735661,0.22357643904282232,0.5887093763307438,0.1904938655580575
5,0.4989634640004154,-0.08974591233032841,0.5887093763307438,0.1904938655580575
6,0.5171486849979348,-0.07156069133280907,0.5887093763307438,0.1904938655580575
7,0.4678451079542307,-0.12086426837651315,0.5887093763307438,0.1904938655580575
8,0.2921604902578082,-0.2965488860729356,0.5887093763307438,0.1904938655580575
9,0.5308845704744817,-0.05782480585626215,0.5887093763307438,0.1904938655580575
10,0.2282921296216171,-0.3604172467091267,0.5887093763307438,0.1904938655580575
11,0.47993538460140894,-0.10877399172933488,0.5887093763307438,0.1904938655580575
12,0.8490750020818235,0.2603656257510797,0.5887093763307438,0.1904938655580575
13,0.5277629245310854,-0.06094645179965841,0.5887093763307438,0.1904938655580575
14,0.6949076012196869,0.10619822488894304,0.5887093763307438,0.1904938655580575
