Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.9428083970612369,0.18439976678990655,0.7584086302713303,0.07484259307019046
2,0.7890703592384617,0.030661728967131374,0.7584086302713303,0.07484259307019046
3,0.6491543076405989,-0.10925432263073143,0.7584086302713303,0.07484259307019046
4,0.758663880663207,0.0002552503918766824,0.7584086302713303,0.07484259307019046
5,0.7959482798714326,0.037539649600102254,0.7584086302713303,0.07484259307019046
6,0.7550546487189284,-0.0033539815524019634,0.7584086302713303,0.07484259307019046
7,0.7407007185644224,-0.017707911706907886,0.7584086302713303,0.07484259307019046
8,0.6467400487697523,-0.11166858150157799,0.7584086302713303,0.07484259307019046
9,0.69847859199863,-0.05993003827270027,0.7584086302713303,0.07484259307019046
10,0.8065907281490213,0.04818209787769101,0.7584086302713303,0.07484259307019046
11,0.7693242132096058,0.010915582938275437,0.7584086302713303,0.07484259307019046
12,0.7483693893706652,-0.010039240900665103,0.7584086302713303,0.07484259307019046
