Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.8614892508474044,0.3116348669478004,0.549854383899604,0.14483437039316496
2,0.9544299258918061,0.40457554199220214,0.549854383899604,0.14483437039316496
3,0.624480703307227,0.0746263194076231,0.549854383899604,0.14483437039316496
4,0.6246285675559848,0.07477418365638089,0.549854383899604,0.14483437039316496
5,0.7948499263242498,0.24499554242464583,0.549854383899604,0.14483437039316496
6,0.6537427719115065,0.10388838801190259,0.549854383899604,0.14483437039316496
7,0.4508580159632841,-0.09899636793631983,0.549854383899604,0.14483437039316496
8,0.5193874839871626,-0.030466899912441336,0.549854383899604,0.14483437039316496
9,0.5539042033221259,0.004049819422521916,0.549854383899604,0.14483437039316496
10,0.5352860567256524,-0.014568327173951512,0.549854383899604,0.14483437039316496
11,0.4977813048150925,-0.052073079084511475,0.549854383899604,0.14483437039316496
12,0.5848633584880624,0.03500897458845842,0.549854383899604,0.14483437039316496
13,0.40326586775807094,-0.146588516141533,0.549854383899604,0.14483437039316496
14,0.4844345448270934,-0.06541983907251053,0.549854383899604,0.14483437039316496
15,0.6022667425568697,0.05241235865726579,0.549854383899604,0.14483437039316496
16,0.5698337974827982,0.019979413583194217,0.549854383899604,0.14483437039316496
17,0.41878729371977064,-0.1310670901798333,0.549854383899604,0.14483437039316496
18,0.4468886947821862,-0.10296568911741777,0.549854383899604,0.14483437039316496
19,0.4653002465968899,-0.08455413730271405,0.549854383899604,0.14483437039316496
20,0.4862432784187149,-0.06361110548088905,0.549854383899604,0.14483437039316496
21,0.47262093769639596,-0.07723344620320799,0.549854383899604,0.14483437039316496
22,0.39832512565275224,-0.1515292582468517,0.549854383899604,0.14483437039316496
23,0.4270637532569119,-0.12279063064269202,0.549854383899604,0.14483437039316496
24,0.36577336170248176,-0.1840810221971222,0.549854383899604,0.14483437039316496
