Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.8614892508474044,0.09219364870821167,0.7692956021391927,0.08893654831148966
2,1.0316444321142715,0.2623488299750788,0.7692956021391927,0.08893654831148966
3,0.7127638977108893,-0.05653170442830335,0.7692956021391927,0.08893654831148966
4,0.6942142867068501,-0.07508131543234253,0.7692956021391927,0.08893654831148966
5,0.8117589002882998,0.0424632981491071,0.7692956021391927,0.08893654831148966
6,0.7819363169123146,0.012640714773121897,0.7692956021391927,0.08893654831148966
7,0.6699012994179642,-0.09939430272122851,0.7692956021391927,0.08893654831148966
8,0.7799528003594949,0.0106571982203022,0.7692956021391927,0.08893654831148966
9,0.6796205656959596,-0.08967503644323305,0.7692956021391927,0.08893654831148966
10,0.8236632752431474,0.05436767310395474,0.7692956021391927,0.08893654831148966
11,0.7788794889269088,0.009583886787716156,0.7692956021391927,0.08893654831148966
12,0.7508027144903751,-0.018492887648817624,0.7692956021391927,0.08893654831148966
13,0.7335693526295719,-0.03572624950962078,0.7692956021391927,0.08893654831148966
14,0.8159869516061281,0.04669134946693543,0.7692956021391927,0.08893654831148966
15,0.8603954783136021,0.0910998761744094,0.7692956021391927,0.08893654831148966
16,0.8624945194976155,0.09319891735842278,0.7692956021391927,0.08893654831148966
17,0.8105749391197298,0.041279336980537096,0.7692956021391927,0.08893654831148966
18,0.6939781348306951,-0.07531746730849753,0.7692956021391927,0.08893654831148966
19,0.7297267835201094,-0.039568818619083235,0.7692956021391927,0.08893654831148966
20,0.6659566918668037,-0.10333891027238895,0.7692956021391927,0.08893654831148966
21,0.8590326986571347,0.08973709651794204,0.7692956021391927,0.08893654831148966
22,0.6210785030228937,-0.148217099116299,0.7692956021391927,0.08893654831148966
23,0.7653053820400391,-0.0039902200991536185,0.7692956021391927,0.08893654831148966
24,0.6683677875224238,-0.10092781461676892,0.7692956021391927,0.08893654831148966
