Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.7027730308973086,-0.011120685774359429,0.713893716671668,0.16310939407538536
2,0.9584537758372105,0.24456005916554246,0.713893716671668,0.16310939407538536
3,0.6188604413104815,-0.09503327536118655,0.713893716671668,0.16310939407538536
4,0.6609412434162598,-0.052952473255408194,0.713893716671668,0.16310939407538536
5,0.8359321385848549,0.12203842191318692,0.713893716671668,0.16310939407538536
6,0.688391229967988,-0.02550248670368005,0.713893716671668,0.16310939407538536
7,0.5376815297459049,-0.17621218692576313,0.713893716671668,0.16310939407538536
8,0.5653249274906714,-0.14856878918099659,0.713893716671668,0.16310939407538536
9,1.0255146283080523,0.3116209116363843,0.713893716671668,0.16310939407538536
10,0.5450642211579488,-0.16882949551371917,0.713893716671668,0.16310939407538536
