Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.6970883174517823,-0.1047383876200092,0.8018267050717915,0.10080088874172362
2,0.684583407691215,-0.1172432973805766,0.8018267050717915,0.10080088874172362
3,0.7208510607039469,-0.08097564436784466,0.8018267050717915,0.10080088874172362
4,0.8664953936330684,0.06466868856127683,0.8018267050717915,0.10080088874172362
5,0.9623578354985706,0.16053113042677902,0.8018267050717915,0.10080088874172362
6,0.9028840964451772,0.10105739137338565,0.8018267050717915,0.10080088874172362
7,0.9758832869272821,0.17405658185549056,0.8018267050717915,0.10080088874172362
8,0.8510909691232836,0.04926426405149209,0.8018267050717915,0.10080088874172362
9,0.805896772908995,0.004070067837203428,0.8018267050717915,0.10080088874172362
10,0.6923691939505494,-0.10945751112124213,0.8018267050717915,0.10080088874172362
11,0.6762614576374186,-0.12556524743437292,0.8018267050717915,0.10080088874172362
12,0.7893534241411674,-0.012473280930624164,0.8018267050717915,0.10080088874172362
13,0.7986319498208364,-0.003194755250955139,0.8018267050717915,0.10080088874172362
