Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.7684951685423584,-0.018160691308250376,0.7866558598506088,0.12922477557343887
2,0.4506398672923063,-0.3360159925583025,0.7866558598506088,0.12922477557343887
3,0.8587795687295572,0.07212370887894837,0.7866558598506088,0.12922477557343887
4,0.8696898197064437,0.08303395985583484,0.7866558598506088,0.12922477557343887
5,0.9491975321344813,0.1625416722838725,0.7866558598506088,0.12922477557343887
6,0.7926389053420657,0.005983045491456895,0.7866558598506088,0.12922477557343887
7,0.7303998273071105,-0.05625603254349831,0.7866558598506088,0.12922477557343887
8,0.8222829300512933,0.03562707020068445,0.7866558598506088,0.12922477557343887
9,0.8809960661342424,0.0943402062836336,0.7866558598506088,0.12922477557343887
10,0.743438913266229,-0.0432169465843798,0.7866558598506088,0.12922477557343887
