Segment Pair,KLD,KLD Dev,KLD Avg,KLD Std
1,0.6801874089808654,-0.018193831881198164,0.6983812408620635,0.07150778101059356
2,0.6165534179101934,-0.08182782295187019,0.6983812408620635,0.07150778101059356
3,0.7628411782981802,0.06445993743611667,0.6983812408620635,0.07150778101059356
4,0.6320658435087056,-0.0663153973533579,0.6983812408620635,0.07150778101059356
5,0.5746887687422487,-0.12369247211981482,0.6983812408620635,0.07150778101059356
6,0.6396726711190576,-0.05870856974300598,0.6983812408620635,0.07150778101059356
7,0.7984472845762141,0.10006604371415051,0.6983812408620635,0.07150778101059356
8,0.7747943314740989,0.07641309061203538,0.6983812408620635,0.07150778101059356
9,0.7529340789696712,0.05455283810760769,0.6983812408620635,0.07150778101059356
10,0.69606405776824,-0.0023171830938235605,0.6983812408620635,0.07150778101059356
11,0.7539446081352246,0.055563367273161024,0.6983812408620635,0.07150778101059356
